"","accession","species","genus","family","source","accession.version","taxid"
"1772","NC_036223","Adenophora stricta","Adenophora","Campanulaceae","all","NC_036223.1",82279
"1773","NC_036236","Portulaca oleracea","Portulaca","Portulacaceae","full+trnL","NC_036236.1",46147
"1774","NC_036260","Apostasia wallichii","Apostasia","Orchidaceae","full","NC_036260.1",280454
"1775","NC_036300","Emmenopterys henryi","Emmenopterys","Rubiaceae","all","NC_036300.1",86990
"1776","NC_036304","Iodes cirrhosa","Iodes","Icacinaceae","full+barcode","NC_036304.1",1705841
"1777","NC_036306","Taxillus chinensis","Taxillus","Loranthaceae","full+barcode","NC_036306.1",227909
"1778","NC_036307","Taxillus sutchuenensis","Taxillus","Loranthaceae","full+barcode","NC_036307.1",227910
"1779","NC_036311","Codonopsis minima","Codonopsis","Campanulaceae","all","NC_036311.1",1735385
"1780","NC_036336","Vitis cinerea","Vitis","Vitaceae","full+barcode","NC_036336.1",226012
"1781","NC_036341","Garcinia mangostana","Garcinia","Clusiaceae","full+trnL","NC_036341.1",58228
"1782","NC_036342","Pleione bulbocodioides","Pleione","Orchidaceae","all","NC_036342.1",141752
"1783","NC_036350","Littledalea racemosa","Littledalea","Poaceae","all","NC_036350.1",2051922
"1784","NC_036355","Dendrobium loddigesii","Dendrobium","Orchidaceae","full+barcode","NC_036355.1",117954
"1785","NC_036356","Linum usitatissimum","Linum","Linaceae","full+trnL","NC_036356.1",4006
"1786","NC_036357","Aconitum sinomontanum","Aconitum","Ranunculaceae","all","NC_036357.1",3038299
"1787","NC_036358","Aconitum finetianum","Aconitum","Ranunculaceae","all","NC_036358.1",219064
"1788","NC_036359","Aconitum sinomontanum","Aconitum","Ranunculaceae","all","NC_036359.1",215066
"1789","NC_036367","Forsythia suspensa","Forsythia","Oleaceae","all","NC_036367.1",126418
"1790","NC_036368","Malus micromalus","Malus","Rosaceae","all","NC_036368.1",147045
"1791","NC_036370","Quercus tarokoensis","Quercus","Fagaceae","all","NC_036370.1",1861770
"1792","NC_036371","Vitis coignetiae","Vitis","Vitaceae","full+barcode","NC_036371.1",694578
"1793","NC_036372","Vanda falcata","Vanda","Orchidaceae","full+barcode","NC_036372.1",78812
"1794","NC_036373","Neofinetia richardsiana","Neofinetia","Orchidaceae","full+barcode","NC_036373.1",1312023
"1795","NC_036384","Cenchrus purpureus","Cenchrus","Poaceae","all","NC_036384.1",154765
"1796","NC_036395","Firmiana pulcherrima","Firmiana","Malvaceae","all","NC_036395.1",2053062
"1797","NC_036412","Bertholletia excelsa","Bertholletia","Lecythidaceae","all","NC_036412.1",3645
"1798","NC_036413","Primulina huaijiensis","Primulina","Gesneriaceae","all","NC_036413.1",1492673
"1799","NC_036414","Primulina linearifolia","Primulina","Gesneriaceae","all","NC_036414.1",405728
"1800","NC_036423","Dasiphora fruticosa","Dasiphora","Rosaceae","all","NC_036423.1",32239
"1801","NC_036424","Colobanthus apetalus","Colobanthus","Caryophyllaceae","all","NC_036424.1",308174
"1802","NC_036485","Coptis chinensis","Coptis","Ranunculaceae","all","NC_036485.1",261450
"1803","NC_036487","Lupinus westianus","Lupinus","Fabaceae","full+trnL","NC_036487.1",714519
"1804","NC_036489","Symplocos ovatilobata","Symplocos","Symplocaceae","full+trnL","NC_036489.1",251593
"1805","NC_036490","Saussurea polylepis","Saussurea","Asteraceae","all","NC_036490.1",2056418
"1806","NC_036494","Adenocalymma allamandiflorum","Adenocalymma","Bignoniaceae","all","NC_036494.1",2056444
"1807","NC_036495","Adenocalymma aurantiacum","Adenocalymma","Bignoniaceae","all","NC_036495.1",2056445
"1808","NC_036496","Adenocalymma biternatum","Adenocalymma","Bignoniaceae","all","NC_036496.1",2056446
"1809","NC_036497","Adenocalymma bracteatum","Adenocalymma","Bignoniaceae","all","NC_036497.1",2056447
"1810","NC_036498","Adenocalymma cristicalyx","Adenocalymma","Bignoniaceae","all","NC_036498.1",2056448
"1811","NC_036499","Adenocalymma hatschbachii","Adenocalymma","Bignoniaceae","all","NC_036499.1",2056449
"1812","NC_036500","Adenocalymma pedunculatum","Adenocalymma","Bignoniaceae","all","NC_036500.1",2056450
"1813","NC_036501","Adenocalymma peregrinum","Adenocalymma","Bignoniaceae","all","NC_036501.1",2056451
"1814","NC_036502","Adenocalymma subspicatum","Adenocalymma","Bignoniaceae","all","NC_036502.1",2056452
"1815","NC_036503","Adenocalymma candolleanum","Adenocalymma","Bignoniaceae","all","NC_036503.1",3013920
"1816","NC_036504","Achyrachaena mollis","Achyrachaena","Asteraceae","full+barcode","NC_036504.1",149405
"1817","NC_036505","Cucurbita maxima","Cucurbita","Cucurbitaceae","full","NC_036505.1",3661
"1818","NC_036506","Cucurbita moschata","Cucurbita","Cucurbitaceae","full","NC_036506.1",3662
"1819","NC_036509","Vitis cordifolia","Vitis","Vitaceae","full+barcode","NC_036509.1",754097
"1820","NC_036510","Vitis ficifolia","Vitis","Vitaceae","full+barcode","NC_036510.1",545888
"1821","NC_036658","Tacca leontopetaloides","Tacca","Taccaceae","full+trnL","NC_036658.1",72648
"1822","NC_036660","Burmannia coelestis","Burmannia","Burmanniaceae","all","NC_036660.1",167573
"1823","NC_036661","Burmannia disticha","Burmannia","Burmanniaceae","all","NC_036661.1",48532
"1824","NC_036662","Burmannia cryptopetala","Burmannia","Burmanniaceae","all","NC_036662.1",1861790
"1825","NC_036663","Campylosiphon championii","Campylosiphon","Burmanniaceae","full+trnL","NC_036663.1",1861789
"1826","NC_036664","Burmannia oblonga","Burmannia","Burmanniaceae","full","NC_036664.1",396658
"1827","NC_036668","Pectinodesmus pectinatus","Pectinodesmus","Scenedesmaceae","full","NC_036668.1",91197
"1828","NC_036670","Burmannia nepalensis","Burmannia","Burmanniaceae","all","NC_036670.1",548677
"1829","NC_036677","Saussurea chabyoungsanica","Saussurea","Asteraceae","all","NC_036677.1",1939643
"1830","NC_036682","Enneapogon oblongus","Enneapogon","Poaceae","all","NC_036682.1",1985980
"1831","NC_036683","Streptogyna americana","Streptogyna","Poaceae","all","NC_036683.1",38708
"1832","NC_036685","Eustachys glauca","Eustachys","Poaceae","all","NC_036685.1",1704221
"1833","NC_036686","Gastridium ventricosum","Gastridium","Poaceae","all","NC_036686.1",366476
"1834","NC_036687","Gynerium sagittatum","Gynerium","Poaceae","all","NC_036687.1",42053
"1835","NC_036688","Halopyrum mucronatum","Halopyrum","Poaceae","all","NC_036688.1",1465622
"1836","NC_036689","Holcus lanatus","Holcus","Poaceae","all","NC_036689.1",29679
"1837","NC_036690","Homolepis isocalycia","Homolepis","Poaceae","all","NC_036690.1",158105
"1838","NC_036691","Humbertochloa bambusiuscula","Humbertochloa","Poaceae","all","NC_036691.1",1755061
"1839","NC_036692","Leptochloa virgata","Leptochloa","Poaceae","all","NC_036692.1",1245316
"1840","NC_036693","Lygeum spartum","Lygeum","Poaceae","all","NC_036693.1",29684
"1841","NC_036694","Melanocenchris abyssinica","Melanocenchris","Poaceae","all","NC_036694.1",161069
"1842","NC_036695","Nardus stricta","Nardus","Poaceae","all","NC_036695.1",29687
"1843","NC_036696","Nassella hyalina","Nassella","Poaceae","all","NC_036696.1",399643
"1844","NC_036697","Oropetium aristatum","Oropetium","Poaceae","all","NC_036697.1",1986162
"1845","NC_036698","Phyllorachis sagittata","Phyllorachis","Poaceae","all","NC_036698.1",1986163
"1846","NC_036699","Piptatherum songaricum","Piptatherum","Poaceae","all","NC_036699.1",65988
"1847","NC_036700","Rhipidocladum pittieri","Rhipidocladum","Poaceae","all","NC_036700.1",47452
"1848","NC_036701","Rytidosperma semiannulare","Rytidosperma","Poaceae","all","NC_036701.1",500244
"1849","NC_036702","Sacciolepis indica","Sacciolepis","Poaceae","all","NC_036702.1",158156
"1850","NC_036703","Schismus arabicus","Schismus","Poaceae","all","NC_036703.1",500268
"1851","NC_036704","Stenotaphrum secundatum","Stenotaphrum","Poaceae","all","NC_036704.1",158163
"1852","NC_036705","Tribolium hispidum","Tribolium","Poaceae","all","NC_036705.1",177115
"1853","NC_036706","Tricholaena monachne","Tricholaena","Poaceae","all","NC_036706.1",649768
"1854","NC_036707","Trichoneura grandiglumis","Trichoneura","Poaceae","all","NC_036707.1",110909
"1855","NC_036708","Tristachya leucothrix","Tristachya","Poaceae","all","NC_036708.1",221759
"1856","NC_036709","Uniola paniculata","Uniola","Poaceae","all","NC_036709.1",110913
"1857","NC_036710","Vaseyochloa multinervosa","Vaseyochloa","Poaceae","all","NC_036710.1",160593
"1858","NC_036711","Catapodium rigidum","Catapodium","Poaceae","all","NC_036711.1",211937
"1859","NC_036712","Chaetium bromoides","Chaetium","Poaceae","all","NC_036712.1",158095
"1860","NC_036713","Cynosurus cristatus","Cynosurus","Poaceae","all","NC_036713.1",211939
"1861","NC_036714","Dactyloctenium aegyptium","Dactyloctenium","Poaceae","all","NC_036714.1",270102
"1862","NC_036715","Ehrharta bulbosa","Ehrharta","Poaceae","all","NC_036715.1",1986161
"1863","NC_036716","Eremochloa ophiuroides","Eremochloa","Poaceae","all","NC_036716.1",866555
"1864","NC_036718","Salix arbutifolia","Salix","Salicaceae","all","NC_036718.1",75699
"1865","NC_036723","Carpinus cordata","Carpinus","Betulaceae","all","NC_036723.1",88034
"1866","NC_036733","Przewalskia tangutica","Przewalskia","Solanaceae","all","NC_036733.1",337188
"1867","NC_036734","Vachellia flava","Vachellia","Fabaceae","all","NC_036734.1",2004884
"1868","NC_036735","Vachellia seyal","Vachellia","Fabaceae","all","NC_036735.1",138044
"1869","NC_036736","Senegalia laeta","Senegalia","Fabaceae","all","NC_036736.1",205073
"1870","NC_036742","Guibourtia leonensis","Guibourtia","Fabaceae","all","NC_036742.1",2060075
"1871","NC_036743","Crudia harmsiana","Crudia","Fabaceae","all","NC_036743.1",2060074
"1872","NC_036744","Daniellia pilosa","Daniellia","Fabaceae","all","NC_036744.1",1971661
"1873","NC_036751","Alnus cordata","Alnus","Betulaceae","full+barcode","NC_036751.1",109058
"1874","NC_036752","Alnus incana","Alnus","Betulaceae","full+barcode","NC_036752.1",3516
"1875","NC_036753","Alnus japonica","Alnus","Betulaceae","full+barcode","NC_036753.1",109063
"1876","NC_036754","Alnus alnobetula","Alnus","Betulaceae","full+barcode","NC_036754.1",253216
"1877","NC_036755","Alnus nitida","Alnus","Betulaceae","full+barcode","NC_036755.1",109470
"1878","NC_036756","Alnus orientalis","Alnus","Betulaceae","full+barcode","NC_036756.1",253218
"1879","NC_036757","Alnus rubra","Alnus","Betulaceae","full+barcode","NC_036757.1",109069
"1880","NC_036758","Alnus subcordata","Alnus","Betulaceae","full+barcode","NC_036758.1",109072
"1881","NC_036759","Erythropalum scandens","Erythropalum","Erythropalaceae","all","NC_036759.1",350427
"1882","NC_036761","Adenolobus garipensis","Adenolobus","Fabaceae","all","NC_036761.1",375005
"1883","NC_036762","Cercis glabra","Cercis","Fabaceae","all","NC_036762.1",161753
"1884","NC_036764","Vitis rupestris","Vitis","Vitaceae","full+barcode","NC_036764.1",103352
"1885","NC_036807","Momordica charantia","Momordica","Cucurbitaceae","full+trnL","NC_036807.1",3673
"1886","NC_036808","Lagenaria siceraria","Lagenaria","Cucurbitaceae","full+trnL","NC_036808.1",3668
"1887","NC_036809","Vanilla pompona","Vanilla","Orchidaceae","full+trnL","NC_036809.1",117957
"1888","NC_036810","Ambrosia trifida","Ambrosia","Asteraceae","all","NC_036810.2",4214
"1889","NC_036811","Larix sibirica","Larix","Pinaceae","all","NC_036811.1",62751
"1890","NC_036812","Gymnocarpos przewalskii","Gymnocarpos","Caryophyllaceae","all","NC_036812.1",157677
"1891","NC_036828","Pisum fulvum","Pisum","Fabaceae","all","NC_036828.1",51020
"1892","NC_036829","Durio zibethinus","Durio","Malvaceae","all","NC_036829.1",66656
"1893","NC_036830","Camellia japonica","Camellia","Theaceae","all","NC_036830.1",4443
"1894","NC_036831","Dendrosenecio keniodendron","Dendrosenecio","Asteraceae","all","NC_036831.1",2045230
"1895","NC_036832","Dendrosenecio keniensis","Dendrosenecio","Asteraceae","all","NC_036832.1",2045231
"1896","NC_036833","Dendrosenecio battiscombei","Dendrosenecio","Asteraceae","all","NC_036833.1",717594
"1897","NC_036834","Paeonia ostii","Paeonia","Paeoniaceae","full+barcode","NC_036834.1",459177
"1898","NC_036835","Patrinia saniculifolia","Patrinia","Caprifoliaceae","all","NC_036835.1",245822
"1899","NC_036836","Brachypodium hybridum","Brachypodium","Poaceae","all","NC_036836.1",1071398
"1900","NC_036837","Brachypodium stacei","Brachypodium","Poaceae","full+barcode","NC_036837.1",1071399
"1901","NC_036929","Fagus engleriana","Fagus","Fagaceae","all","NC_036929.1",167760
"1902","NC_036930","Quercus glauca","Quercus","Fagaceae","all","NC_036930.1",103489
"1903","NC_036932","Elaeagnus mollis","Elaeagnus","Elaeagnaceae","all","NC_036932.1",1642857
"1904","NC_036934","Oryza coarctata","Oryza","Poaceae","full+barcode","NC_036934.1",77588
"1905","NC_036935","Amomum krervanh","Amomum","Zingiberaceae","full+barcode","NC_036935.1",649195
"1906","NC_036936","Quercus tungmaiensis","Quercus","Fagaceae","all","NC_036936.1",1967285
"1907","NC_036939","Cupressus jiangensis","Cupressus","Cupressaceae","all","NC_036939.1",329088
"1908","NC_036940","Aquilaria yunnanensis","Aquilaria","Thymelaeaceae","all","NC_036940.1",452568
"1909","NC_036942","Scrophularia dentata","Scrophularia","Scrophulariaceae","all","NC_036942.1",1684752
"1910","NC_036943","Scrophularia henryi","Scrophularia","Scrophulariaceae","all","NC_036943.1",1970665
"1911","NC_036958","Paphiopedilum dianthum","Paphiopedilum","Orchidaceae","all","NC_036958.1",53081
"1912","NC_036960","Tapiscia sinensis","Tapiscia","Tapisciaceae","all","NC_036960.1",112844
"1913","NC_036961","Dalbergia hainanensis","Dalbergia","Fabaceae","all","NC_036961.1",1544808
"1914","NC_036978","Commiphora wightii","Commiphora","Burseraceae","full+barcode","NC_036978.1",246360
"1915","NC_036979","Chionanthus parkinsonii","Chionanthus","Oleaceae","all","NC_036979.1",2057968
"1916","NC_036980","Chionanthus rupicola","Chionanthus","Oleaceae","all","NC_036980.1",2057972
"1917","NC_036981","Forestiera isabelae","Forestiera","Oleaceae","all","NC_036981.1",2057969
"1918","NC_036982","Forsythia x intermedia","Forsythia","Oleaceae","all","NC_036982.1",55183
"1919","NC_036983","Nestegis apetala","Nestegis","Oleaceae","all","NC_036983.1",126540
"1920","NC_036984","Noronhia lowryi","Noronhia","Oleaceae","all","NC_036984.1",2057970
"1921","NC_036985","Olea exasperata","Olea","Oleaceae","all","NC_036985.1",495751
"1922","NC_036986","Schrebera arborea","Schrebera","Oleaceae","all","NC_036986.1",2057971
"1923","NC_036987","Syringa vulgaris","Syringa","Oleaceae","all","NC_036987.1",34270
"1924","NC_036989","Boehmeria spicata","Boehmeria","Urticaceae","all","NC_036989.1",1303698
"1925","NC_036990","Boehmeria umbrosa","Boehmeria","Urticaceae","all","NC_036990.1",1002523
"1926","NC_036991","Tetragonia tetragonoides","Tetragonia","Aizoaceae","full+trnL","NC_036991.1",45318
"1927","NC_036992","Wurfbainia compacta","Wurfbainia","Zingiberaceae","full+barcode","NC_036992.1",252847
"1928","NC_036996","Chamaecyparis hodginsii","Chamaecyparis","Cupressaceae","all","NC_036996.1",89191
"1929","NC_037000","Magnolia aromatica","Magnolia","Magnoliaceae","all","NC_037000.1",86741
"1930","NC_037001","Magnolia conifera","Magnolia","Magnoliaceae","all","NC_037001.1",86742
"1931","NC_037002","Magnolia duclouxii","Magnolia","Magnoliaceae","all","NC_037002.1",86744
"1932","NC_037003","Magnolia glaucifolia","Magnolia","Magnoliaceae","all","NC_037003.1",1185392
"1933","NC_037004","Magnolia megaphylla","Magnolia","Magnoliaceae","all","NC_037004.1",2732320
"1934","NC_037005","Magnolia x alba","Magnolia","Magnoliaceae","all","NC_037005.1",114509
"1935","NC_037007","Haematococcus lacustris","Haematococcus","Haematococcaceae","full","NC_037007.1",44745
"1936","NC_037021","Broussonetia kazinoki x Broussonetia papyrifera","Broussonetia","Moraceae","all","NC_037021.1",1736113
"1937","NC_037023","Trapa maximowiczii","Trapa","Lythraceae","all","NC_037023.1",162053
"1938","NC_037038","Fritillaria eduardii","Fritillaria","Liliaceae","all","NC_037038.1",1532388
"1939","NC_037039","Fritillaria persica","Fritillaria","Liliaceae","all","NC_037039.1",192972
"1940","NC_037040","Fritillaria meleagroides","Fritillaria","Liliaceae","all","NC_037040.1",1352232
"1941","NC_037077","Arundo donax","Arundo","Poaceae","all","NC_037077.1",35708
"1942","NC_037078","Genlisea aurea","Genlisea","Lentibulariaceae","all","NC_037078.1",192259
"1943","NC_037079","Genlisea filiformis","Genlisea","Lentibulariaceae","all","NC_037079.1",700924
"1944","NC_037080","Genlisea pygmaea","Genlisea","Lentibulariaceae","all","NC_037080.1",700922
"1945","NC_037081","Genlisea repens","Genlisea","Lentibulariaceae","all","NC_037081.1",326261
"1946","NC_037082","Genlisea tuberosa","Genlisea","Lentibulariaceae","all","NC_037082.1",1504635
"1947","NC_037083","Genlisea violacea","Genlisea","Lentibulariaceae","full+trnL","NC_037083.1",192261
"1948","NC_037084","Acrocomia aculeata","Acrocomia","Arecaceae","all","NC_037084.1",169987
"1949","NC_037087","Tripsacum dactyloides","Tripsacum","Poaceae","all","NC_037087.1",4563
"1950","NC_037145","Schisandra sphenanthera","Schisandra","Schisandraceae","all","NC_037145.1",13674
"1951","NC_037151","Ziziphus mauritiana","Ziziphus","Rhamnaceae","all","NC_037151.1",157914
"1952","NC_037152","Ziziphus spina-christi","Ziziphus","Rhamnaceae","all","NC_037152.1",264981
"1953","NC_037157","Triodia stipoides","Triodia","Poaceae","all","NC_037157.1",110894
"1954","NC_037158","Oxychloris scariosa","Oxychloris","Poaceae","all","NC_037158.1",160581
"1955","NC_037159","Prosphytochloa prehensilis","Prosphytochloa","Poaceae","all","NC_037159.1",196905
"1956","NC_037160","Taeniatherum caput-medusae","Taeniatherum","Poaceae","all","NC_037160.1",37687
"1957","NC_037161","Triodia wiseana","Triodia","Poaceae","all","NC_037161.1",1245685
"1958","NC_037162","Agrostis gigantea","Agrostis","Poaceae","all","NC_037162.1",345916
"1959","NC_037163","Alopecurus arundinaceus","Alopecurus","Poaceae","all","NC_037163.1",1227975
"1960","NC_037164","Aristida ternipes","Aristida","Poaceae","all","NC_037164.1",348265
"1961","NC_037165","Connorochloa tenuis","Connorochloa","Poaceae","all","NC_037165.1",294294
